,title,freebase_movie_ID,vote_average,vote_counts,budget
6175,Classmates,/m/0bbr8zt,0.0,0,0
6176,Second Chorus,/m/09msng,5.9,28,0
6177,The Mysteries of Pittsburgh,/m/0gwk5d,4.1,40,0
6178,Rise of the Planet of the Apes,/m/0btyf5z,7.3,10941,93000000
6179,Raj Tilak,/m/0hzq61d,0.0,0,0
6180,American Pie Presents: The Naked Mile,/m/0dzfkh,5.505,1914,0
6181,Bridge to Terabithia,/m/026gt79,6.2,20,0
6182,Cesta do hlubin študákovy duše,/m/0cmdrly,7.3,12,0
6183,Hit the Road,/m/0h51jl9,0.0,0,0
6184,Frankenstein,/m/05q5_5,6.0,188,0
6185,Howling V: The Rebirth,/m/08khdc,4.7,77,0
6186,The Strange Love of Molly Louvain,/m/07kb0_x,6.0,6,0
6187,Tarzan the Tiger,/m/02pvntw,5.0,2,0
6188,Strikes and Spares,/m/047s042,5.7,10,0
6189,When the Sky Falls,/m/026x8n6,4.8,6,0
6190,A Crime,/m/03wcgnc,5.8,31,0
6191,The Mask of Sheba,/m/0cc9gnw,0.0,0,0
6192,The Proud Family Movie,/m/07bz6l,5.8,71,0
6193,L'Enfer,/m/0d7tsc,6.8,216,10000000
6194,Cell Phone,/m/02pyjfy,5.7,34,0
6195,Karamay,/m/0crjbm2,7.5,6,0
6196,Ratatouille,/m/03x7hd,7.811,15952,150000000
6197,Mr. Leguignon Lampiste,/m/0dlmbs0,6.3,6,0
6198,Dog Altogether,/m/03whg20,6.8,11,0
6199,Linha de Passe,/m/0466516,6.6,37,0
6200,Arlington Road,/m/06ys2z,7.0,983,31000000
6201,The Glembays,/m/0c01sd_,7.3,11,0
6202,An Innocent Magdalene,/m/03g_208,0.0,0,0
6203,The Little Mermaid,/m/04q2zzz,7.5,22,0
6204,Duel,/m/01l5j2,7.4,1694,450000
6205,The Skeptic,/m/05zrdxt,5.3,86,0
6206,City of Scars,/m/0ch5n7q,3.0,1,0
6207,All Mine to Give,/m/0bxyyrq,6.2,20,0
6208,Our Daily Bread,/m/027kqhr,7.0,32,0
6209,Free Zone,/m/06z3xb,5.611,45,0
6210,A Stitch in Time,/m/0c02mfv,7.6,30,0
6211,Safety Not Guaranteed,/m/0gxmwsb,6.784,1329,750000
6212,The Little Shepherd of Kingdom Come,/m/0c008rr,0.0,0,0
6213,Tekken: The Motion Picture,/m/06bly1,5.3,46,0
6214,So Close to Paradise,/m/03cd317,5.7,5,0
6215,I Witness,/m/02z323q,5.692,26,8
6216,It's Only Money,/m/0gn7yn,6.1,22,0
6217,Boardwalk,/m/05q7j_2,6.5,1,0
6218,Lucky Ladies,/m/0gmcg5f,0.0,0,0
6219,"Wait Till the Sun Shines, Nellie",/m/0cm8nf4,5.6,7,0
6220,Shake! Otis at Monterey,/m/09ryr_,6.9,25,0
6221,The Incident,/m/0h56hrv,5.6,116,0
6222,For the Term of his Natural Life,/m/0dl754d,5.8,7,0
6223,Centennial Summer,/m/03c8t58,6.0,5,0
6224,Norway in Revolt,/m/04zz63p,5.0,3,0
6225,Season in Salzburg,/m/0dddbkg,4.5,2,0
6226,"Sand, Love and Salt",/m/05p66dj,6.0,2,0
6227,Pyaar Ishq Aur Mohabbat,/m/02r5rr6,5.1,7,0
6228,Hiroshima Mon Amour,/m/05gw4f,7.8,724,0
6229,The Tiger of Eschnapur,/m/0hgqm14,4.0,1,0
6230,Ferrari Ki Sawaari,/m/0bwj0j9,6.0,27,0
6231,The Rose,/m/01jw67,6.7,107,9250000
6232,Madea's Witness Protection,/m/0h_csjp,6.1,167,20000000
6233,Fat Head,/m/05q7ycc,6.6,35,150000
6234,Mi Vida Loca,/m/0277py5,7.1,29,0
6235,All-American Co-Ed,/m/0bm8z47,3.9,8,0
6236,Shuttle,/m/05pc5qt,5.336,119,2400000
6237,The Wrestlers,/m/02q7vxc,6.2,5,0
6238,Skyscraper Souls,/m/04jcgkv,6.3,6,0
6239,Peppermint Candy,/m/0800fz,7.558,223,0
6240,S&Man,/m/03cjhj1,4.7,37,0
6241,The Unknown Lover,/m/0hzq4lj,0.0,0,0
6242,Little Miss Marker,/m/0jys3,6.4,18,0
6243,Adam and Eve,/m/04gh9ky,4.1,12,0
6244,The Angel Who Pawned Her Harp,/m/0gx_4lt,7.0,3,0
6245,Year of the Dog,/m/027qw8x,5.4,60,0
6246,Paris Vice Squad,/m/05b370y,5.3,3,0
6247,Dogora: Ouvrons les yeux,/m/0fxwyn,5.5,4,0
6248,When a Killer Calls,/m/0fdt0_,3.1,8,0
6249,Father of the Bride Part II,/m/094g2z,6.237,676,0
6250,Son of the Pink Panther,/m/076q52,4.6,199,25000000
6251,Resurrection,/m/01jw6m,6.161,158,0
6252,Bugambilia,/m/04n0c43,5.6,9,0
6253,Ya tiene comisario el pueblo,/m/02ppdbd,0.0,0,0
6254,Private Benjamin,/m/01jw6z,5.942,347,15000000
6255,Lassie Come Home,/m/0jyl9,6.7,117,0
6256,Skyjacked,/m/08rcfk,6.2,40,1700000
6257,That Lady in Ermine,/m/05q5vx5,5.7,13,0
6258,My Own Private Idaho,/m/02vrpz,7.1,1035,2500000
6259,Hostage,/m/04nhbz,6.346,1501,52000000
6260,Welcome to Hollywood,/m/0273yvf,4.0,7,0
6261,The Man Who Wouldn't Die,/m/0czd62,4.0,1,0
6262,The Outcast,/m/063yygp,6.8,4,0
6263,Su-ki-da,/m/07kcbtk,7.2,21,0
6264,One More Time,/m/02xbb0y,5.5,14,0
6265,Kamen Rider Den-O & Kiva: Climax Deka,/m/03qmfkb,8.0,7,0
6266,Louisiana Story,/m/0jysw,6.6,39,258000
6267,Blue Tiger,/m/04j32lj,4.9,18,0
6268,Kiss the Girls,/m/0ch0w0d,7.2,10,0
6269,Doctor in the House,/m/05vjh2,6.3,23,0
6270,Johnny Dangerously,/m/06lp10,6.3,167,9000000
6271,Benito Cereno,/m/0j44nl3,0.0,0,0
6272,Der 10. Mai,/m/09v5l11,0.0,0,0
6273,Wild Side,/m/02wy2mt,6.2,21,0
6274,Bak sju hav,/m/0crgrf4,1.0,1,0
6275,Once a Thief,/m/0g9xfn4,5.0,2,0
6276,Sinister Hands,/m/0bm9dw5,4.0,3,0
6277,Love Letters,/m/018sf3,6.2,15,0
6278,Delta Force One: The Lost Patrol,/m/0b6l_sg,5.2,13,0
6279,Leva på 'Hoppet',/m/09rsxhh,0.0,0,0
6280,Only Two Can Play,/m/0kv4k7,5.9,23,0
6281,The Silence of the Sea,/m/0bgspt,7.479,121,0
6282,Creature from the Black Lagoon,/m/0jhpk,6.854,688,0
6283,Negatives,/m/0b76fck,5.2,5,0
6284,The Haunted Mansion,/m/022lv4,5.644,1893,90000000
6285,Since Pearl Harbor,/m/0hndyy9,0.0,0,0
6286,Humorous Phases of Funny Faces,/m/044csj,5.8,49,0
6287,Audition,/m/02ssvp,7.1,1386,250000
6288,House of Flying Daggers,/m/040b5k,7.266,1479,15000000
6289,The Sun Also Rises,/m/02qgf6v,7.6,47,0
6290,Kosh ba kosh,/m/08087rw,2.9,4,0
6291,Stowaway,/m/03hjc32,6.7,20,0
6292,Joyful Noise,/m/0g54bw9,6.5,148,0
6293,The Hit,/m/0289s_h,6.4,173,0
6294,Beer Wars,/m/0641b7m,6.3,16,0
6295,Nanak Naam Jahaz Hai,/m/0crt5y4,0.0,0,0
6296,La très très grande entreprise,/m/04zy7jc,5.5,12,0
6297,The Criminal,/m/0g5mlv3,6.4,36,0
6298,Domestic Disturbance,/m/03xvc7,5.8,384,75000000
6299,Merci Docteur Rey,/m/0fhg1g,5.6,5,0
6300,Surrender,/m/0751rc,4.783,23,0
6301,Memories of Murder,/m/0cnxh_1,5.9,4,0
6302,Brainwashing 101,/m/04x4kd,0.0,0,0
6303,Dinosaurus!,/m/090ld6,5.8,39,0
6304,Failan,/m/0by_h_,7.2,99,0
6305,The Worst Witch,/m/06_vqnt,6.0,19,0
6306,Song of Soho,/m/0gx2qkh,0.0,0,0
6307,"El Mismo Amor, la Misma Lluvia",/m/02prcgk,6.7,55,0
6308,Devotion,/m/09n9r80,7.0,3,0
6309,Wolf Tracks,/m/03hg5l5,0.0,0,0
6310,Kaks' tavallista Lahtista,/m/09v1zcm,2.0,2,0
6311,Seaview,/m/05p1bvg,0.0,0,90000
6312,The Blues Brothers,/m/0c8tkt,7.739,3877,27000000
6313,Siberian Lady Macbeth,/m/03fwz7,6.0,14,0
6314,Thomas Sankara: The Upright Man,/m/0j67hr4,8.4,5,0
6315,The Phantom of 42nd Street,/m/07kdz6p,4.1,8,0
6316,This Can't Be Love,/m/0h7l_lk,5.8,6,0
6317,Abbott and Costello Meet Captain Kidd,/m/0bxpq5,5.9,22,450000
6318,Three Girls from Rome,/m/03c2mm6,6.3,16,0
6319,The Children Are Watching Us,/m/09sj53,7.6,76,0
6320,Fathers & Sons,/m/0fc4ff,5.1,10,0
6321,Between Time and Timbuktu,/m/01g1ts,0.0,0,0
6322,The Root of All Evil,/m/0dsc39r,7.0,3,0
6323,Tora-san Takes a Vacation,/m/0b6kld6,0.0,0,0
6324,The Crossing Guard,/m/070178,6.0,234,0
6325,Moving the Mountain,/m/03m4jmd,8.8,2,0
6326,Stalag 17,/m/014knw,7.702,540,1661530
6327,The Actors,/m/0dfs2x,6.0,27,0
6328,Isadora,/m/01fwxz,6.2,24,0
6329,The Rutles 2: Can't Buy Me Lunch,/m/02vs0cp,6.6,8,0
6330,Two of a Kind,/m/05pgdb,6.013,121,14000000
6331,The Bitter Tea of General Yen,/m/09_nv8,6.1,77,0
6332,"Bertoldo, Bertoldino e Cacasenno",/m/0k3p45g,6.9,34,0
6333,Raadha Aur Seeta,/m/05b6dws,0.0,0,0
6334,No Limit,/m/08pf8l,6.5,8,0
6335,Alice's Orphan,/m/0j3c49y,4.1,5,0
6336,Get Low,/m/07l4zhn,6.715,263,700000
6337,Boys Will Be Joys,/m/04lf91h,5.8,2,0
6338,Return of the Sentimental Swordsman,/m/0g5rf0k,6.9,18,0
6339,Amanecer,/m/065_x5n,0.0,0,0
6340,Birdnesters of Thailand,/m/051xh78,0.0,0,0
6341,That's My Meat,/m/03cp6w8,0.0,0,0
6342,Distant Lights,/m/0cjw9r,7.4,29,0
6343,Dangerous When Wet,/m/04f2fzy,6.0,18,0
6344,Fulltime Killer,/m/0b00y6,6.8,127,0
6345,Gozu,/m/08qg5z,6.8,186,250000
6346,Vampire in Brooklyn,/m/08nltc,5.037,531,14000000
6347,Heaven Can Wait,/m/0p_rk,6.564,358,15000000
6348,Our Grand Despair,/m/0g9_77g,6.6,29,0
6349,Must Be The Music,/m/09v3cbl,5.1,11,0
6350,The Single Standard,/m/080n8k4,7.0,2,0
6351,Let Them Chirp Awhile,/m/02ps9wk,0.0,0,0
6352,Odds 777,/m/02r34y7,6.7,3,0
6353,A Very Natural Thing,/m/06sgvs,7.4,40,0
6354,The Thief,/m/09tqzj,6.2,27,0
6355,Lolly-Madonna XXX,/m/080582d,6.1,20,0
6356,Fetus,/m/0gmlgc5,0.0,0,0
6357,The Stranglers of Bombay,/m/0b77d_l,6.5,24,0
6358,Chinatown,/m/0hv4t,7.919,3499,6000000
6359,Wolf Girl,/m/027w6_q,5.5,25,0
6360,Murder by Invitation,/m/0ch2z_x,4.929,7,0
6361,Amateur,/m/0858d3,6.4,79,0
6362,Wings of the Morning,/m/09sb7zw,6.3,7,0
6363,Maker of Men,/m/02rjrmd,0.0,0,0
6364,Here Come the Marines,/m/0c41f1t,6.0,2,0
6365,Night of the Juggler,/m/0crgsm_,5.9,15,0
6366,Untamed,/m/0bhjr3,6.2,6,0
6367,Bécassine,/m/0gj96dq,0.0,0,0
6368,Baraka,/m/0192hw,8.2,554,4000000
6369,For Heaven's Sake,/m/03grl02,7.0,6,0
6370,Timber Falls,/m/05b4__s,5.1,134,2600000
6371,The Cement Garden,/m/0gvsclm,6.9,81,0
6372,The D.I.,/m/0bwjl8t,7.2,10,0
6373,Alice in Wonderland,/m/03p86z,7.2,5516,3000000
6374,Present Indicative,/m/0hnbm75,0.0,0,0
6375,Dead Men Tell No Tales,/m/0gh6l6x,0.0,0,0
6376,Evangelion: 1.0 You Are (Not) Alone,/m/02z5x7l,7.647,843,0
6377,Take Out,/m/02rjb83,0.0,0,0
6378,A Foundling,/m/0bwfzc2,0.0,0,0
6379,These Wilder Years,/m/0gkyy8h,6.4,12,0
6380,Bowery Buckaroos,/m/0b771x5,6.7,3,0
6381,Return to the Blue Lagoon,/m/05v6d_,6.2,1109,11000000
6382,Learning to Lie,/m/0by8c4,6.6,14,0
6383,Samantha: An American Girl Holiday,/m/026t4b_,6.7,42,0
6384,El pisito,/m/02ww5gw,6.5,25,0
6385,The Chechahcos,/m/03cd3z,6.3,9,0
6386,Dulhan hum le jayenge,/m/09hd9x,5.6,24,0
6387,My Ex,/m/06zql3w,0.0,0,0
6388,Philosophy of a Knife,/m/058xlyq,4.4,31,0
6389,Far From Home,/m/03d87bn,5.7,28,0
6390,Irreconcilable Differences,/m/0b2bxj,5.6,44,0
6391,Anya's Bell,/m/0f_vtv,6.0,9,0
6392,Felicity: An American Girl Adventure,/m/0cnp0k,6.8,23,6800000
6393,Terra incognita,/m/09gnqcl,6.0,1,0
6394,Tracker,/m/09ry2vt,6.5,60,6500000
6395,Limitless,/m/0by17xn,7.19,10020,27000000
6396,Sumo East and West,/m/064k4s5,0.0,0,0
6397,Cleopatra Jones and the Casino of Gold,/m/09rtxh,5.8,21,0
6398,Powder,/m/07_l0f,6.9,581,9500000
6399,The Shore,/m/0gxmc1t,5.8,20,0
6400,Tight Spot,/m/03nxr4d,6.3,29,0
6401,Painted Angels,/m/01qz6c,7.0,3,0
6402,Sweet Charity,/m/02z6fnq,6.8,66,8000000
6403,Hell's Half Acre,/m/03yc9tf,0.0,0,0
6404,Sons of Shiva,/m/02q5mfb,0.0,0,0
6405,Busy Little Bears,/m/04f_z7l,0.0,0,0
6406,All Is Possible in Granada,/m/05f5j99,5.0,1,0
6407,Fruit Fly,/m/05h3d4g,4.6,7,0
6408,The Face Behind the Mask,/m/012j2d,6.4,39,0
6409,Death in Brunswick,/m/074f6p,6.3,17,0
6410,Showdown,/m/053y_wy,5.9,24,0
6411,Madame Sousatzka,/m/0cwr9m,6.5,16,0
6412,24 Hours,/m/07kbl54,5.5,2,0
6413,The Uninvited Guest,/m/0ch2xw9,0.0,0,14000
6414,Good Deeds,/m/0gvshpq,6.328,122,14000000
6415,The Finishing Touch,/m/0dvs15,6.8,35,0
6416,The Nipper,/m/0gx0d9_,0.0,0,0
6417,The Secret of the Iron Door,/m/04ycr6w,6.9,13,0
6418,Ein Shams,/m/0j663j4,0.0,0,0
6419,Breakfast on Pluto,/m/02prwdh,7.133,341,0
6420,Assassination of a High School President,/m/03qn5dz,5.772,274,11500000
6421,Discord,/m/0gtwj8q,0.0,0,0
6422,My Life In Ruins,/m/0kvdwp,6.1,379,17000000
6423,The Day Lincoln Was Shot,/m/03c3y7_,8.0,3,0
6424,Panic Button,/m/04mxr7n,4.1,7,0
6425,The Fourth Kind,/m/05b4k33,6.307,1597,10000000
6426,Private Angelo,/m/0bxzvld,0.0,0,0
6427,Procès de Jeanne d'Arc,/m/08rpj4,7.2,121,0
6428,Suzie Gold,/m/0blyl6,5.7,3,0
6429,South of Algiers,/m/0c0b7mp,6.0,3,0
6430,Bad Lieutenant,/m/04l40p,7.042,771,1000000
6431,The Gun in Betty Lou's Handbag,/m/03pkjn,5.1,27,13000000
6432,White Palms,/m/047tlmq,6.8,16,0
6433,Bodyguard Kiba,/m/027z040,5.3,9,0
6434,Urban Legends: Final Cut,/m/05njxh,4.826,438,14000000
6435,Magma: Volcanic Disaster,/m/02qylcb,6.6,49,0
6436,Wolf,/m/0j_6zkh,6.9,41,0
6437,Dragon Crusaders,/m/0h7p_df,2.5,30,0
6438,Kaliyugaya,/m/02qr1p3,0.0,0,0
6439,Underworld,/m/02vzxsf,6.812,5758,22000000
6440,Forbidden,/m/0cpf9h,5.7,3,0
6441,Japanese War Bride,/m/04ydnb7,5.0,1,0
6442,Eskimotive,/m/0jwr1hv,10.0,1,0
6443,Blue Sky,/m/03b24y,6.061,114,0
6444,Volcano High,/m/04lzd3,6.0,75,0
6445,Two Seconds,/m/02x60j6,6.4,17,0
6446,My Name Is Nobody,/m/06my_k,7.241,854,0
6447,Carry On Spying,/m/09y529,6.7,49,0
6448,Secret Agent X-9,/m/02q0dv1,7.0,2,0
6449,Waiting for the Messiah,/m/05st_vt,4.6,11,0
6450,Invisible Stripes,/m/027w_6g,6.3,15,0
6451,Imaginary Heroes,/m/05n3nd,6.505,97,10000000
6452,Chain of Desire,/m/07k786r,4.3,7,0
6453,The Joneses,/m/02qmspm,6.2,545,10000000
6454,Those Were the Days,/m/0fwc5d,6.9,7,0
6455,The Evening Star,/m/05nysd,6.0,60,0
6456,The White Parade,/m/0glrj,6.0,1,0
6457,Pizza Man,/m/03c4y85,5.0,5,3000000
6458,True Stories,/m/049n5r,6.576,112,0
6459,Stella,/m/02x4p6l,5.7,32,0
6460,Vertical Limit,/m/05p14s,6.003,959,75000000
6461,The Hotel Venus,/m/07s5mjg,8.5,2,0
6462,Shadows,/m/06w4s6n,6.1,14,0
6463,Quick Change,/m/05_mvf,6.68,323,15000000
6464,Grand Canyon Trail,/m/06zmjx_,5.0,2,0
6465,Night Crossing,/m/0brfmn,6.0,32,0
6466,Where's Marlowe?,/m/0414gmx,5.4,7,0
6467,Dead Silence,/m/0fq1b3,6.414,2080,20000000
6468,Der Fackelträger,/m/0gjbd8l,5.0,2,0
6469,A New Kind of Love,/m/0gy3_v,6.3,25,0
6470,Hounded,/m/0fmpqc,5.2,23,0
6471,The Pink Panther,/m/07phbc,5.825,1805,65000000
6472,The Magic Voyage,/m/04ycf4d,4.8,19,0
6473,Dead Tone,/m/02qt29n,4.7,77,3000000
6474,Town & Country,/m/097qd6,4.5,62,90000000
6475,Beyond The Black Rainbow,/m/0gkf_fm,5.7,317,1100000
6476,Girl Crazy,/m/04jbljm,6.0,2,0
6477,Sister Act,/m/03q05j,6.828,2965,31000000
6478,The Lawless Breed,/m/05zl90k,6.7,18,0
6479,Rio Grande,/m/033385,6.8,293,0
6480,El Salvador: Another Vietnam,/m/04z_3v2,5.5,2,0
6481,Nomads,/m/0kv9bz,4.9,97,2278264
6482,Viva Villa!,/m/0glr5,6.3,18,0
6483,Jaguar Lives!,/m/0cc91pl,4.0,10,0
6484,United Red Army,/m/05zl90z,6.4,27,2391200
6485,Tony: Another Double Game,/m/07s550f,5.0,1,0
6486,The Human Contract,/m/04g0l9z,4.6,50,0
6487,Nanook of the North,/m/059p3,7.1,270,53000
6488,Black Gold,/m/0b73wth,1.0,1,0
6489,The Sicilian Girl,/m/0g9wf7r,6.2,43,0
6490,Smash-Up on Interstate 5,/m/0ghrxqw,5.4,8,0
6491,Alkitrang dugo,/m/0gk_ym2,6.0,1,0
6492,Hum Tum Aur Ghost,/m/0bhc0s3,4.9,3,1900000
6493,Kitaab,/m/02r16tk,5.7,3,0
6494,The Loaded Door,/m/03hlgvm,0.0,0,0
6495,The Night of the Party,/m/07kc619,5.3,3,0
6496,My Girl Tisa,/m/0bb8rj7,0.0,0,0
6497,Horton Hears a Who!,/m/0fk25m,6.499,3073,85000000
6498,Dersu Uzala,/m/05hlpv,8.0,468,4000000
6499,Lucía y el sexo,/m/026d6f,6.7,498,0
6500,Young Guns of Texas,/m/0gwysxx,3.6,5,0
6501,Anđele moj dragi,/m/0crc2wn,0.0,0,0
6502,The Seven Deadly Sins,/m/05b_13f,6.5,11,0
6503,Chamatkar,/m/0btr8b,6.4,44,0
6504,Enchanted Island,/m/05mzmhm,4.5,9,0
6505,Almost Brothers,/m/05v9gnb,5.4,12,1757469
6506,The Human Factor,/m/05p29yy,5.9,24,0
6507,Bunker Bean,/m/06spwl,4.3,6,0
6508,Mr. Nice Guy,/m/03sjw8,7.0,1,0
6509,All for One,/m/0h2n1wc,5.9,27,0
6510,No Room for the Groom,/m/0b6ztrm,5.4,5,0
6511,Wierna rzeka,/m/0ddhhy6,0.0,0,0
6512,Grayeagle,/m/0dj9yrl,5.6,15,0
6513,Brewster's Millions,/m/0g0mcf,6.6,532,20000000
6514,Howling: New Moon Rising,/m/097wz2,3.0,50,0
6515,Career Girls,/m/08m026,6.7,62,0
6516,The Runner,/m/026_y90,6.1,4,0
6517,Somewhere Beyond Love,/m/05zp_xr,6.825,20,0
6518,The Second Time Around,/m/0cc9zj4,6.1,11,0
6519,Insaaf Ka Tarazu,/m/02qz9fd,7.5,2,0
6520,The Bandit of Zhobe,/m/0gjd7sy,0.0,0,0
6521,Sitting Pretty,/m/01479f,7.1,40,0
6522,Northeast,/m/05v6099,6.0,13,0
6523,The Mark of Cain,/m/047r1jv,7.7,5,0
6524,The Third Key,/m/0crc2w8,5.8,4,0
6525,Tesna koža,/m/03qgt2g,7.2,12,0
6526,This Time for Keeps,/m/02q8v2v,5.2,4,0
6527,Zärtliche Haie,/m/0b6mgrc,0.0,0,0
6528,The French Democracy,/m/09p9gn,0.0,0,0
6529,Cast a Deadly Spell,/m/08ck2l,6.0,89,6000000
6530,Red Shadow,/m/0gl1ps,4.8,26,0
6531,Witness for the Prosecution,/m/0m_vf,8.219,1244,3000000
6532,Around a Small Mountain,/m/06_x3lb,6.0,11,0
6533,Charlie Bubbles,/m/0kv766,6.3,14,0
6534,Ghosts of Mississippi,/m/04x4v5,6.6,129,36000000
6535,Exorcist: The Beginning,/m/03pyd6,5.382,731,80000000
6536,Fast Getaway II,/m/09kv40,4.8,10,0
6537,The Goddess,/m/0419y3,5.9,8,0
6538,Paperback Hero,/m/02rx2p7,6.3,20,0
6539,The Take,/m/04hm6f,7.5,18,0
6540,Sang Penari,/m/0h_bsvt,5.9,4,0
6541,Two a Penny,/m/05c0yx5,0.0,0,0
6542,Mini's First Time,/m/0fcy8s,5.7,108,6000000
6543,Tora-San Makes Excuses,/m/0b6mk1c,0.0,0,0
6544,The Case of the Velvet Claws,/m/043js6q,7.0,3,0
6545,Away with words,/m/05mycm5,6.4,12,0
6546,Lure of the Wilderness,/m/0bhc1sy,5.5,9,0
6547,Bunker Palace Hôtel,/m/0c0l3lm,6.3,36,0
6548,February 14,/m/0gfqd1,0.0,0,0
6549,Mars Attacks!,/m/09lxv9,6.398,5076,70000000
6550,A Civil Action,/m/04x4vj,6.438,397,70000000
6551,Supernova,/m/0df696,4.4,42,0
6552,Once to Every Woman,/m/03c4kpk,5.7,2,0
6553,American Movie,/m/015qcv,7.6,227,0
6554,Don't Fool Me,/m/0ft4l4,7.0,2,0
6555,The Orkly Kid,/m/026p3bx,5.7,6,0
6556,Deal of the Century,/m/0b__vn,4.5,46,0
6557,College Swing,/m/02xbk_c,7.0,5,0
6558,The Exorcist III,/m/04nkm_,6.2,687,9300000
6559,The Locals,/m/0278h1n,5.9,41,0
6560,Dr. Goldfoot and the Girl Bombs,/m/0cbf8y,5.1,48,0
6561,The Booth,/m/03cbpxq,7.1,8,0
6562,Papillon,/m/02p355l,7.843,1740,12000000
6563,The Expendables 2,/m/0gffmn8,6.332,6388,100000000
6564,The Man from Home,/m/03gql6h,5.0,1,0
6565,Horrible Bosses,/m/0crd8q6,6.572,6013,35000000
6566,Le Pont du Nord,/m/0h96zsm,7.1,28,0
6567,Cup Final,/m/04j2p5d,1.5,2,0
6568,Radio Bugs,/m/04q9xgk,6.0,2,0
6569,Sherman's March,/m/0k497,6.9,31,75000
6570,Tera Mera Ki Rishta,/m/05p8ddl,7.3,3,0
6571,Planet B-Boy,/m/0404x7f,6.4,17,0
6572,The Incredible Shrinking Man,/m/07dpd,7.5,441,750000
6573,The Day the Earth Caught Fire,/m/0btssh,6.857,122,0
6574,Auto Antics,/m/04m_9jn,6.5,2,0
6575,People's Hero,/m/05b4vrc,7.2,9,0
6576,The Invader,/m/080p8b9,5.6,19,0
6577,Arizona to Broadway,/m/04n2dhp,7.0,1,0
6578,Return from the River Kwai,/m/0c02m0q,5.1,24,15000000
6579,El Sur,/m/03cr8_w,7.7,108,0
6580,Junior Miss,/m/05p61cn,7.5,2,0
6581,Quiz Show,/m/011ycb,7.265,824,31000000
6582,The Hyperboloid of Engineer Garin,/m/0bxzz0b,5.167,12,0
6583,Rusalka,/m/0crhnv9,6.0,2,0
6584,My Girl,/m/031smq,7.366,1924,17000000
6585,Trial by Jury,/m/05myy97,5.361,36,0
6586,Una regina per Cesare,/m/0ddhk74,4.7,3,0
6587,In Society,/m/026pjmz,6.2,18,0
6588,The Grave,/m/047hkw,5.2,12,4000000
6589,In This World,/m/08lhs3,6.4,47,0
6590,Pretty Bloody: The Women of Horror,/m/05mxwfs,7.6,8,0
6591,Las Pirañas aman en Cuaresma,/m/09k6_xz,5.8,5,0
6592,Pianoforte,/m/0c5j365,5.0,1,0
6593,La Habanera,/m/03m4gxn,6.3,12,0
6594,Song of the West,/m/0fvnqr,0.0,0,0
6595,The Adventures of Pinocchio,/m/034v28,5.3,218,0
6596,Jack-Jack Attack,/m/05p1h4,7.3,867,0
6597,The Single Girls,/m/0641mfx,4.6,5,0
6598,In a Better World,/m/0dgrkhd,7.12,382,15000000
6599,The other half,/m/02qxp0m,5.8,4,0
6600,Gangs of the Dead,/m/02x56v4,3.3,18,0
6601,The House That Dripped Blood,/m/0c33c1,6.3,136,0
6602,Who Is Killing the Great Chefs of Europe?,/m/0279vgg,6.0,72,0
6603,The Pretender,/m/03hk1c1,5.5,12,0
6604,Junoon,/m/02qndh2,5.2,5,0
6605,Scratch,/m/04dsvk,7.6,28,0
6606,Deedar,/m/03mbwxx,10.0,1,0
6607,Whistle Stop,/m/06w4lj,4.5,22,0
6608,Don't Torture a Duckling,/m/02rgbrg,7.356,331,0
6609,Chingaari,/m/0fjf58,1.0,1,0
6610,Woman Wanted,/m/0c5fq4,6.7,6,0
6611,Gone with the Woman,/m/04csrd_,6.2,24,0
6612,The One That Got Away,/m/0kv4wh,4.6,4,0
6613,Adventures in Babysitting,/m/02rqd_,6.9,612,7000000
6614,Quintet,/m/024d9n,5.0,59,0
6615,Attack Force Z,/m/05vhtk,6.3,49,0
6616,Cloverfield,/m/02vnmg1,6.677,6611,25000000
6617,Dillinger,/m/06w324,6.1,27,0
6618,Life With Feathers,/m/04qtwh,6.8,8,0
6619,She Loves Me Not,/m/0b6nxf9,5.0,3,0
6620,Riding High,/m/0bm9qjm,0.0,0,0
6621,Character,/m/01x835,7.3,88,4500000
6622,The Fantasticks,/m/03m4l2p,5.5,22,10000000
6623,"Ronia, the Robber's Daughter",/m/04m_qb1,6.907,161,0
6624,Sometimes They Come Back... Again,/m/06965g,4.886,88,3000000
6625,While I Live,/m/0cp0y03,6.8,4,0
6626,Grave Encounters,/m/0gyx615,6.275,1366,1000000
6627,Waterloo Road,/m/099mch,6.5,13,0
6628,Epidemic,/m/066cnz,5.682,107,0
6629,Skin Deep,/m/0865v8,5.2,8,0
6630,The Lion of Judah,/m/0czc0pr,5.0,8,15000000
6631,The Storm Riders,/m/05_ywn,6.3,86,0
6632,Zombie Apocalypse,/m/0h30h83,5.3,217,0
6633,Vampire Diary,/m/0bbxywy,4.5,18,0
6634,Bootleggers,/m/03hhbws,7.5,106,0
6635,The Last Bohemian,/m/0g9t0yr,1.0,1,0
6636,The Man,/m/08mrwy,7.0,2,0
6637,When the Woman Butts In,/m/05h1xyx,6.6,8,0
6638,The Villain Foiled,/m/0j4390m,4.0,1,0
6639,The Day He Arrives,/m/0gl5cx8,7.0,65,0
6640,Clockstoppers,/m/04z5ml,5.26,288,26000000
6641,The Haunted Drum,/m/04g1n4n,6.0,4,0
6642,Girls Just Want to Have Fun,/m/06r7r1,6.191,157,0
6643,The Wild Bunch,/m/0k5k1,7.615,1082,6244087
